run_id,pool_id,parent_pool_id,pool_seed,training_seed,student_id,weight_identity,protocol_id,U,D_U_pool,D_U_seen,T_actual,processed_tokens,optimizer_steps,T_domain_if_available,capability,distribution,initial_loss,loss,delta,checkpoint_id,source_path
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000029"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,40419,136961,29,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.3238558872556447,0.10334899227155625,update-00000029,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000029/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000029"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,40419,136961,29,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.0826693227091635,-1.4851220119521908,update-00000029,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000029/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000039"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,53788,183600,39,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.1663252878653676,0.10623339238263951,update-00000039,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000039/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000039"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,53788,183600,39,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.2947037429913624,0.07419684800727389,update-00000039,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000039/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000039"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,53788,183600,39,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.119397410358566,-1.4483939243027883,update-00000039,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000039/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000047"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,64061,225493,47,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.1588518600531443,0.09875996457041625,update-00000047,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000047/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000047"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,64061,225493,47,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.2873920290953176,0.0668851341112291,update-00000047,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000047/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000047"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,64061,225493,47,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.213458665338646,-1.3543326693227087,update-00000047,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000047/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000058"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,80211,274972,58,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.1665744021257751,0.10648250664304704,update-00000058,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000058/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000058"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,80211,274972,58,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.3024511289589331,0.08194423397484463,update-00000058,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000058/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000058"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,80211,274972,58,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.475224103585657,-1.092567231075697,update-00000058,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000058/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000067"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,92212,318475,67,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.178864038972542,0.11877214348981391,update-00000067,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000067/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000067"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,92212,318475,67,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.3173586907107138,0.09685179572662528,update-00000067,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000067/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000067"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,92212,318475,67,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.51332171314741,-1.0544696215139444,update-00000067,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000067/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000077"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,105738,363384,77,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.1799712134632419,0.11987931798051377,update-00000077,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000077/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000077"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,105738,363384,77,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.322264737081376,0.10175784209728755,update-00000077,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000077/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000077"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,105738,363384,77,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.628486055776892,-0.9393052788844622,update-00000077,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000077/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000086"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,119046,409315,86,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.1901572187776794,0.13006532329495135,update-00000086,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000086/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000086"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,119046,409315,86,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.326772995908471,0.1062661009243826,update-00000086,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000086/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000086"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,119046,409315,86,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.853647908366534,-0.7141434262948207,update-00000086,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000086/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000095"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,131781,451808,95,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.2012566430469442,0.14116474756421615,update-00000095,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000095/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000095"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,131781,451808,95,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.3352023033793,0.11469540839521142,update-00000095,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000095/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000095"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,131781,451808,95,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,4.981386952191235,-0.5864043824701195,update-00000095,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000095/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000105"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,144266,495829,105,,code,training_probe:MBPP:d5f45bdd0f442e0e,1.060091895482728,1.2065434012400353,0.14645150575730725,update-00000105,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000105/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000105"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,144266,495829,105,,math,training_probe:MATH-500:c76472bee07727fe,1.2205068949840885,1.343688437642067,0.12318154265797854,update-00000105,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000105/eval.json
gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51,sha256:2063aecd14719141ac6f7836e73e56901f2f5237d469fa5a7c81040055bc4ab6,,51,0,gemma3-1b,"{""adapter_sha256"":null,""base_model"":""google/gemma-3-1b-pt"",""base_revision"":null,""base_revision_source"":null,""checkpoint_ref"":""results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000105"",""state"":""trained""}",core:2a83fffce0504a1c2000,132,34503,34503,144266,495829,105,,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,5.567791334661354,5.093002988047809,-0.4747883466135452,update-00000105,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_132_critical_lora_dseed51/trajectory/update-00000105/eval.json
